year,host,stage,group,date,home,away,home_score,away_score,extra_time,pens_home,pens_away,venue,city,source
1986,Mexico,group,E,1986-06-04,Uruguay,West Germany,1,1,,,,Estadio La Corregidora,Querétaro,openfootball
1986,Mexico,group,E,1986-06-04,Scotland,Denmark,0,1,,,,Estadio Neza 86,Nezahualcóyotl,openfootball
1986,Mexico,group,E,1986-06-08,West Germany,Scotland,2,1,,,,Estadio La Corregidora,Querétaro,openfootball
1986,Mexico,group,E,1986-06-08,Denmark,Uruguay,6,1,,,,Estadio Neza 86,Nezahualcóyotl,openfootball
1986,Mexico,group,E,1986-06-13,Denmark,West Germany,2,0,,,,Estadio La Corregidora,Querétaro,openfootball
1986,Mexico,group,E,1986-06-13,Scotland,Uruguay,0,0,,,,Estadio Neza 86,Nezahualcóyotl,openfootball
1986,Mexico,group,F,1986-06-02,Morocco,Poland,0,0,,,,Estadio Universitario,Monterrey,openfootball
1986,Mexico,group,F,1986-06-03,Portugal,England,1,0,,,,Estadio Tecnológico,Monterrey,openfootball
1986,Mexico,group,F,1986-06-06,England,Morocco,0,0,,,,Estadio Tecnológico,Monterrey,openfootball
1986,Mexico,group,F,1986-06-07,Poland,Portugal,1,0,,,,Estadio Universitario,Monterrey,openfootball
1986,Mexico,group,F,1986-06-11,Portugal,Morocco,1,3,,,,Estadio Tres de Marzo,Guadalajara,openfootball
1986,Mexico,group,F,1986-06-11,England,Poland,3,0,,,,Estadio Tecnológico,Monterrey,openfootball
1986,Mexico,round-of-16,,1986-06-15,Mexico,Bulgaria,2,0,,,,Estadio Azteca,Mexico City,openfootball
1986,Mexico,round-of-16,,1986-06-15,Soviet Union,Belgium,3,4,Y,,,Estadio Nou Camp,León,openfootball
1986,Mexico,round-of-16,,1986-06-16,Argentina,Uruguay,1,0,,,,Estadio Cuauhtémoc,Puebla,openfootball
1986,Mexico,round-of-16,,1986-06-16,Brazil,Poland,4,0,,,,Estadio Jalisco,Guadalajara,openfootball
1986,Mexico,round-of-16,,1986-06-17,Italy,France,0,2,,,,Estadio Olímpico Universitario,Mexico City,openfootball
1986,Mexico,round-of-16,,1986-06-17,Morocco,West Germany,0,1,,,,Estadio Universitario,Monterrey,openfootball
1986,Mexico,round-of-16,,1986-06-18,England,Paraguay,3,0,,,,Estadio Azteca,Mexico City,openfootball
1986,Mexico,round-of-16,,1986-06-18,Denmark,Spain,1,5,,,,Estadio La Corregidora,Querétaro,openfootball
1986,Mexico,quarter-final,,1986-06-21,Brazil,France,1,1,Y,3,4,Estadio Jalisco,Guadalajara,openfootball
1986,Mexico,quarter-final,,1986-06-21,West Germany,Mexico,0,0,Y,4,1,Estadio Universitario,Monterrey,openfootball
1986,Mexico,quarter-final,,1986-06-22,Spain,Belgium,1,1,Y,4,5,Estadio Cuauhtémoc,Puebla,openfootball
1986,Mexico,quarter-final,,1986-06-22,Argentina,England,2,1,,,,Estadio Azteca,Mexico City,openfootball
1986,Mexico,semi-final,,1986-06-25,Argentina,Belgium,2,0,,,,Estadio Azteca,Mexico City,openfootball
1986,Mexico,semi-final,,1986-06-25,France,West Germany,0,2,,,,Estadio Jalisco,Guadalajara,openfootball
1986,Mexico,third-place,,1986-06-28,France,Belgium,4,2,Y,,,Estadio Cuauhtémoc,Puebla,openfootball
1986,Mexico,final,,1986-06-29,Argentina,West Germany,3,2,,,,Estadio Azteca,Mexico City,openfootball
1990,Italy,group,A,1990-06-09,Italy,Austria,1,0,,,,Stadio Olimpico,Rome,openfootball
1990,Italy,group,A,1990-06-10,United States,Czechoslovakia,1,5,,,,Stadio Comunale,Florence,openfootball
1990,Italy,group,A,1990-06-14,Italy,United States,1,0,,,,Stadio Olimpico,Rome,openfootball
1990,Italy,group,A,1990-06-15,Austria,Czechoslovakia,0,1,,,,Stadio Comunale,Florence,openfootball
1990,Italy,group,A,1990-06-19,Italy,Czechoslovakia,2,0,,,,Stadio Olimpico,Rome,openfootball
1990,Italy,group,A,1990-06-19,Austria,United States,2,1,,,,Stadio Comunale,Florence,openfootball
1990,Italy,group,B,1990-06-08,Argentina,Cameroon,0,1,,,,San Siro,Milan,openfootball
1990,Italy,group,B,1990-06-09,Soviet Union,Romania,0,2,,,,Stadio San Nicola,Bari,openfootball
1990,Italy,group,B,1990-06-13,Argentina,Soviet Union,2,0,,,,Stadio San Paolo,Naples,openfootball
1990,Italy,group,B,1990-06-14,Cameroon,Romania,2,1,,,,Stadio San Nicola,Bari,openfootball
1990,Italy,group,B,1990-06-18,Argentina,Romania,1,1,,,,Stadio San Paolo,Naples,openfootball
1990,Italy,group,B,1990-06-18,Cameroon,Soviet Union,0,4,,,,Stadio San Nicola,Bari,openfootball
1990,Italy,group,C,1990-06-10,Brazil,Sweden,2,1,,,,Stadio Delle Alpi,Turin,openfootball
1990,Italy,group,C,1990-06-11,Costa Rica,Scotland,1,0,,,,Stadio Luigi Ferraris,Genoa,openfootball
1990,Italy,group,C,1990-06-16,Brazil,Costa Rica,1,0,,,,Stadio Delle Alpi,Turin,openfootball
1990,Italy,group,C,1990-06-16,Sweden,Scotland,1,2,,,,Stadio Luigi Ferraris,Genoa,openfootball
1990,Italy,group,C,1990-06-20,Brazil,Scotland,1,0,,,,Stadio Delle Alpi,Turin,openfootball
1990,Italy,group,C,1990-06-20,Sweden,Costa Rica,1,2,,,,Stadio Luigi Ferraris,Genoa,openfootball
1990,Italy,group,D,1990-06-09,United Arab Emirates,Colombia,0,2,,,,Stadio Renato Dall'Ara,Bologna,openfootball
1990,Italy,group,D,1990-06-10,West Germany,Yugoslavia,4,1,,,,San Siro,Milan,openfootball
1990,Italy,group,D,1990-06-14,Yugoslavia,Colombia,1,0,,,,Stadio Renato Dall'Ara,Bologna,openfootball
1990,Italy,group,D,1990-06-15,West Germany,United Arab Emirates,5,1,,,,San Siro,Milan,openfootball
1990,Italy,group,D,1990-06-19,West Germany,Colombia,1,1,,,,San Siro,Milan,openfootball
1990,Italy,group,D,1990-06-19,Yugoslavia,United Arab Emirates,4,1,,,,Stadio Renato Dall'Ara,Bologna,openfootball
1990,Italy,group,E,1990-06-12,Belgium,South Korea,2,0,,,,Stadio Marc'Antonio Bentegodi,Verona,openfootball
1990,Italy,group,E,1990-06-13,Uruguay,Spain,0,0,,,,Stadio Friuli,Udine,openfootball
1990,Italy,group,E,1990-06-17,Belgium,Uruguay,3,1,,,,Stadio Marc'Antonio Bentegodi,Verona,openfootball
1990,Italy,group,E,1990-06-17,South Korea,Spain,1,3,,,,Stadio Friuli,Udine,openfootball
1990,Italy,group,E,1990-06-21,Belgium,Spain,1,2,,,,Stadio Marc'Antonio Bentegodi,Verona,openfootball
1990,Italy,group,E,1990-06-21,South Korea,Uruguay,0,1,,,,Stadio Friuli,Udine,openfootball
1990,Italy,group,F,1990-06-11,England,Ireland,1,1,,,,Stadio Sant'Elia,Cagliari,openfootball
1990,Italy,group,F,1990-06-12,Netherlands,Egypt,1,1,,,,Stadio La Favorita,Palermo,openfootball
1990,Italy,group,F,1990-06-16,England,Netherlands,0,0,,,,Stadio Sant'Elia,Cagliari,openfootball
1990,Italy,group,F,1990-06-17,Ireland,Egypt,0,0,,,,Stadio La Favorita,Palermo,openfootball
1990,Italy,group,F,1990-06-21,England,Egypt,1,0,,,,Stadio Sant'Elia,Cagliari,openfootball
1990,Italy,group,F,1990-06-21,Ireland,Netherlands,1,1,,,,Stadio La Favorita,Palermo,openfootball
1990,Italy,round-of-16,,1990-06-23,Cameroon,Colombia,2,1,Y,,,Stadio San Paolo,Naples,openfootball
1990,Italy,round-of-16,,1990-06-23,Czechoslovakia,Costa Rica,4,1,,,,Stadio San Nicola,Bari,openfootball
1990,Italy,round-of-16,,1990-06-24,Brazil,Argentina,0,1,,,,Stadio Delle Alpi,Turin,openfootball
1990,Italy,round-of-16,,1990-06-24,West Germany,Netherlands,2,1,,,,San Siro,Milan,openfootball
1990,Italy,round-of-16,,1990-06-25,Ireland,Romania,0,0,Y,5,4,Stadio Luigi Ferraris,Genoa,openfootball
1990,Italy,round-of-16,,1990-06-25,Italy,Uruguay,2,0,,,,Stadio Olimpico,Rome,openfootball
1990,Italy,round-of-16,,1990-06-26,Spain,Yugoslavia,1,2,Y,,,Stadio Marc'Antonio Bentegodi,Verona,openfootball
1990,Italy,round-of-16,,1990-06-26,England,Belgium,1,0,Y,,,Stadio Renato Dall'Ara,Bologna,openfootball
1990,Italy,quarter-final,,1990-06-30,Yugoslavia,Argentina,0,0,Y,2,3,Stadio Artemio Franchi,Florence,openfootball
1990,Italy,quarter-final,,1990-06-30,Italy,Ireland,1,0,,,,Stadio Olimpico,Rome,openfootball
1990,Italy,quarter-final,,1990-07-01,West Germany,Czechoslovakia,1,0,,,,San Siro,Milan,openfootball
1990,Italy,quarter-final,,1990-07-01,England,Cameroon,3,2,Y,,,Stadio San Paolo,Naples,openfootball
1990,Italy,semi-final,,1990-07-03,Italy,Argentina,1,1,Y,3,4,Stadio San Paolo,Naples,openfootball
1990,Italy,semi-final,,1990-07-04,West Germany,England,1,1,Y,4,3,Stadio delle Alpi,Turin,openfootball
1990,Italy,third-place,,1990-07-07,Italy,England,2,1,,,,Stadio San Nicola,Bari,openfootball
1990,Italy,final,,1990-07-08,West Germany,Argentina,1,0,,,,Stadio Olimpico,Rome,openfootball
1994,USA,group,A,1994-06-18,USA,Switzerland,1,1,,,,Pontiac Silverdome,Pontiac,openfootball
1994,USA,group,A,1994-06-18,Colombia,Romania,1,3,,,,Rose Bowl,Pasadena,openfootball
1994,USA,group,A,1994-06-22,Romania,Switzerland,1,4,,,,Pontiac Silverdome,Pontiac,openfootball
1994,USA,group,A,1994-06-22,USA,Colombia,2,1,,,,Rose Bowl,Pasadena,openfootball
1994,USA,group,A,1994-06-26,USA,Romania,0,1,,,,Rose Bowl,Pasadena,openfootball
1994,USA,group,A,1994-06-26,Switzerland,Colombia,0,2,,,,Stanford Stadium,Stanford,openfootball
1994,USA,group,B,1994-06-19,Cameroon,Sweden,2,2,,,,Rose Bowl,Pasadena,openfootball
1994,USA,group,B,1994-06-20,Brazil,Russia,2,0,,,,Stanford Stadium,Stanford,openfootball
1994,USA,group,B,1994-06-24,Brazil,Cameroon,3,0,,,,Stanford Stadium,Stanford,openfootball
1994,USA,group,B,1994-06-24,Sweden,Russia,3,1,,,,Pontiac Silverdome,Pontiac,openfootball
1994,USA,group,B,1994-06-28,Russia,Cameroon,6,1,,,,Stanford Stadium,Stanford,openfootball
1994,USA,group,B,1994-06-28,Brazil,Sweden,1,1,,,,Pontiac Silverdome,Pontiac,openfootball
1994,USA,group,C,1994-06-17,Germany,Bolivia,1,0,,,,Soldier Field,Chicago,openfootball
1994,USA,group,C,1994-06-17,Spain,South Korea,2,2,,,,Cotton Bowl,Dallas,openfootball
1994,USA,group,C,1994-06-21,Germany,Spain,1,1,,,,Soldier Field,Chicago,openfootball
1994,USA,group,C,1994-06-23,South Korea,Bolivia,0,0,,,,Foxboro Stadium,Foxborough,openfootball
1994,USA,group,C,1994-06-27,Bolivia,Spain,1,3,,,,Soldier Field,Chicago,openfootball
1994,USA,group,C,1994-06-27,Germany,South Korea,3,2,,,,Cotton Bowl,Dallas,openfootball
1994,USA,group,D,1994-06-21,Argentina,Greece,4,0,,,,Foxboro Stadium,Foxborough,openfootball
1994,USA,group,D,1994-06-21,Nigeria,Bulgaria,3,0,,,,Cotton Bowl,Dallas,openfootball
1994,USA,group,D,1994-06-25,Argentina,Nigeria,2,1,,,,Foxboro Stadium,Foxborough,openfootball
1994,USA,group,D,1994-06-26,Greece,Bulgaria,0,4,,,,Soldier Field,Chicago,openfootball
1994,USA,group,D,1994-06-30,Greece,Nigeria,0,2,,,,Foxboro Stadium,Foxborough,openfootball
1994,USA,group,D,1994-06-30,Argentina,Bulgaria,0,2,,,,Cotton Bowl,Dallas,openfootball
1994,USA,group,E,1994-06-18,Italy,Ireland,0,1,,,,Giants Stadium,East Rutherford,openfootball
1994,USA,group,E,1994-06-19,Norway,Mexico,1,0,,,,RFK Stadium,Washington,openfootball
1994,USA,group,E,1994-06-23,Italy,Norway,1,0,,,,Giants Stadium,East Rutherford,openfootball
1994,USA,group,E,1994-06-24,Mexico,Ireland,2,1,,,,Citrus Bowl,Orlando,openfootball
1994,USA,group,E,1994-06-28,Ireland,Norway,0,0,,,,Giants Stadium,East Rutherford,openfootball
1994,USA,group,E,1994-06-28,Italy,Mexico,1,1,,,,RFK Stadium,Washington,openfootball
1994,USA,group,F,1994-06-19,Belgium,Morocco,1,0,,,,Citrus Bowl,Orlando,openfootball
1994,USA,group,F,1994-06-20,Netherlands,Saudi Arabia,2,1,,,,RFK Stadium,Washington,openfootball
1994,USA,group,F,1994-06-25,Belgium,Netherlands,1,0,,,,Citrus Bowl,Orlando,openfootball
1994,USA,group,F,1994-06-25,Saudi Arabia,Morocco,2,1,,,,Giants Stadium,East Rutherford,openfootball
1994,USA,group,F,1994-06-29,Morocco,Netherlands,1,2,,,,Citrus Bowl,Orlando,openfootball
1994,USA,group,F,1994-06-29,Belgium,Saudi Arabia,0,1,,,,RFK Stadium,Washington,openfootball
1994,USA,round-of-16,,1994-07-02,Germany,Belgium,3,2,,,,Soldier Field,Chicago,openfootball
1994,USA,round-of-16,,1994-07-02,Spain,Switzerland,3,0,,,,RFK Stadium,Washington,openfootball
1994,USA,round-of-16,,1994-07-03,Saudi Arabia,Sweden,1,3,,,,Cotton Bowl,Dallas,openfootball
1994,USA,round-of-16,,1994-07-03,Romania,Argentina,3,2,,,,Rose Bowl,Pasadena,openfootball
1994,USA,round-of-16,,1994-07-04,Netherlands,Ireland,2,0,,,,Citrus Bowl,Orlando,openfootball
1994,USA,round-of-16,,1994-07-04,Brazil,USA,1,0,,,,Stanford Stadium,Stanford,openfootball
1994,USA,round-of-16,,1994-07-05,Nigeria,Italy,1,2,Y,,,Foxboro Stadium,Foxborough,openfootball
1994,USA,round-of-16,,1994-07-05,Mexico,Bulgaria,1,1,Y,1,3,Giants Stadium,East Rutherford,openfootball
1994,USA,quarter-final,,1994-07-09,Italy,Spain,2,1,,,,Foxboro Stadium,Foxborough,openfootball
1994,USA,quarter-final,,1994-07-09,Netherlands,Brazil,2,3,,,,Cotton Bowl,Dallas,openfootball
1994,USA,quarter-final,,1994-07-10,Bulgaria,Germany,2,1,,,,Giants Stadium,East Rutherford,openfootball
1994,USA,quarter-final,,1994-07-10,Romania,Sweden,2,2,Y,4,5,Stanford Stadium,Stanford,openfootball
1994,USA,semi-final,,1994-07-13,Bulgaria,Italy,1,2,,,,Giants Stadium,East Rutherford,openfootball
1994,USA,semi-final,,1994-07-13,Sweden,Brazil,0,1,,,,Rose Bowl,Pasadena,openfootball
1994,USA,third-place,,1994-07-16,Sweden,Bulgaria,4,0,,,,Rose Bowl,Pasadena,openfootball
1994,USA,final,,1994-07-17,Brazil,Italy,0,0,Y,3,2,Rose Bowl,Pasadena,openfootball
1998,France,group,A,1998-06-10,Brazil,Scotland,2,1,,,,Stade de France,Saint-Denis,openfootball
1998,France,group,A,1998-06-10,Morocco,Norway,2,2,,,,Stade de la Mosson,Montpellier,openfootball
1998,France,group,A,1998-06-16,Scotland,Norway,1,1,,,,Parc Lescure,Bordeaux,openfootball
1998,France,group,A,1998-06-16,Brazil,Morocco,3,0,,,,Stade de la Beaujoire,Nantes,openfootball
1998,France,group,A,1998-06-23,Scotland,Morocco,0,3,,,,Stade Geoffroy-Guichard,Saint-Étienne,openfootball
1998,France,group,A,1998-06-23,Brazil,Norway,1,2,,,,Stade Vélodrome,Marseille,openfootball
1998,France,group,B,1998-06-11,Cameroon,Austria,1,1,,,,Stade de Toulouse,Toulouse,openfootball
1998,France,group,B,1998-06-11,Italy,Chile,2,2,,,,Parc Lescure,Bordeaux,openfootball
1998,France,group,B,1998-06-17,Chile,Austria,1,1,,,,Stade Geoffroy-Guichard,Saint-Étienne,openfootball
1998,France,group,B,1998-06-17,Italy,Cameroon,3,0,,,,Stade de la Mosson,Montpellier,openfootball
1998,France,group,B,1998-06-23,Italy,Austria,2,1,,,,Stade de France,Saint-Denis,openfootball
1998,France,group,B,1998-06-23,Chile,Cameroon,1,1,,,,Stade de la Beaujoire,Nantes,openfootball
1998,France,group,C,1998-06-12,Saudi Arabia,Denmark,0,1,,,,Stade Félix Bollaert,Lens,openfootball
1998,France,group,C,1998-06-12,France,South Africa,3,0,,,,Stade Vélodrome,Marseille,openfootball
1998,France,group,C,1998-06-18,France,Saudi Arabia,4,0,,,,Stade de France,Saint-Denis,openfootball
1998,France,group,C,1998-06-18,South Africa,Denmark,1,1,,,,Stade de Toulouse,Toulouse,openfootball
1998,France,group,C,1998-06-24,France,Denmark,2,1,,,,Stade Gerland,Lyon,openfootball
1998,France,group,C,1998-06-24,South Africa,Saudi Arabia,2,2,,,,Parc Lescure,Bordeaux,openfootball
1998,France,group,D,1998-06-12,Paraguay,Bulgaria,0,0,,,,Stade de la Mosson,Montpellier,openfootball
1998,France,group,D,1998-06-13,Spain,Nigeria,2,3,,,,Stade de la Beaujoire,Nantes,openfootball
1998,France,group,D,1998-06-19,Nigeria,Bulgaria,1,0,,,,Parc des Princes,Paris,openfootball
1998,France,group,D,1998-06-19,Spain,Paraguay,0,0,,,,Stade Geoffroy-Guichard,Saint-Étienne,openfootball
1998,France,group,D,1998-06-24,Spain,Bulgaria,6,1,,,,Stade Félix Bollaert,Lens,openfootball
1998,France,group,D,1998-06-24,Nigeria,Paraguay,1,3,,,,Stade de Toulouse,Toulouse,openfootball
1998,France,group,E,1998-06-13,Netherlands,Belgium,0,0,,,,Stade de France,Saint-Denis,openfootball
1998,France,group,E,1998-06-13,South Korea,Mexico,1,3,,,,Stade Gerland,Lyon,openfootball
1998,France,group,E,1998-06-20,Netherlands,South Korea,5,0,,,,Stade Vélodrome,Marseille,openfootball
1998,France,group,E,1998-06-20,Belgium,Mexico,2,2,,,,Parc Lescure,Bordeaux,openfootball
1998,France,group,E,1998-06-25,Belgium,South Korea,1,1,,,,Parc des Princes,Paris,openfootball
1998,France,group,E,1998-06-25,Netherlands,Mexico,2,2,,,,Stade Geoffroy-Guichard,Saint-Étienne,openfootball
1998,France,group,F,1998-06-14,Yugoslavia,Iran,1,0,,,,Stade Geoffroy-Guichard,Saint-Étienne,openfootball
1998,France,group,F,1998-06-15,Germany,USA,2,0,,,,Parc des Princes,Paris,openfootball
1998,France,group,F,1998-06-21,Germany,Yugoslavia,2,2,,,,Stade Félix Bollaert,Lens,openfootball
1998,France,group,F,1998-06-21,USA,Iran,1,2,,,,Stade Gerland,Lyon,openfootball
1998,France,group,F,1998-06-25,Germany,Iran,2,0,,,,Stade de la Mosson,Montpellier,openfootball
1998,France,group,F,1998-06-25,USA,Yugoslavia,0,1,,,,Stade de la Beaujoire,Nantes,openfootball
1998,France,group,G,1998-06-15,Romania,Colombia,1,0,,,,Stade Gerland,Lyon,openfootball
1998,France,group,G,1998-06-15,England,Tunisia,2,0,,,,Stade Vélodrome,Marseille,openfootball
1998,France,group,G,1998-06-22,Colombia,Tunisia,1,0,,,,Stade de la Mosson,Montpellier,openfootball
1998,France,group,G,1998-06-22,Romania,England,2,1,,,,Stade de Toulouse,Toulouse,openfootball
1998,France,group,G,1998-06-26,Romania,Tunisia,1,1,,,,Stade de France,Saint-Denis,openfootball
1998,France,group,G,1998-06-26,Colombia,England,0,2,,,,Stade Félix Bollaert,Lens,openfootball
1998,France,group,H,1998-06-14,Jamaica,Croatia,1,3,,,,Stade Félix Bollaert,Lens,openfootball
1998,France,group,H,1998-06-14,Argentina,Japan,1,0,,,,Stade de Toulouse,Toulouse,openfootball
1998,France,group,H,1998-06-20,Japan,Croatia,0,1,,,,Stade de la Beaujoire,Nantes,openfootball
1998,France,group,H,1998-06-21,Argentina,Jamaica,5,0,,,,Parc des Princes,Paris,openfootball
1998,France,group,H,1998-06-26,Japan,Jamaica,1,2,,,,Stade Gerland,Lyon,openfootball
1998,France,group,H,1998-06-26,Argentina,Croatia,1,0,,,,Parc Lescure,Bordeaux,openfootball
1998,France,round-of-16,,1998-06-27,Brazil,Chile,4,1,,,,Parc des Princes,Paris,openfootball
1998,France,round-of-16,,1998-06-27,Italy,Norway,1,0,,,,Stade Vélodrome,Marseille,openfootball
1998,France,round-of-16,,1998-06-28,Nigeria,Denmark,1,4,,,,Stade de France,Saint-Denis,openfootball
1998,France,round-of-16,,1998-06-28,France,Paraguay,1,0,Y,,,Stade Félix Bollaert,Lens,openfootball
1998,France,round-of-16,,1998-06-29,Germany,Mexico,2,1,,,,Stade de la Mosson,Montpellier,openfootball
1998,France,round-of-16,,1998-06-29,Netherlands,Yugoslavia,2,1,,,,Stade de Toulouse,Toulouse,openfootball
1998,France,round-of-16,,1998-06-30,Argentina,England,2,2,Y,4,3,Stade Geoffroy-Guichard,Saint-Étienne,openfootball
1998,France,round-of-16,,1998-06-30,Romania,Croatia,0,1,,,,Parc Lescure,Bordeaux,openfootball
1998,France,quarter-final,,1998-07-03,Italy,France,0,0,Y,3,4,Stade de France,Saint-Denis,openfootball
1998,France,quarter-final,,1998-07-03,Brazil,Denmark,3,2,,,,Stade de la Beaujoire,Nantes,openfootball
1998,France,quarter-final,,1998-07-04,Germany,Croatia,0,3,,,,Stade Gerland,Lyon,openfootball
1998,France,quarter-final,,1998-07-04,Netherlands,Argentina,2,1,,,,Stade Vélodrome,Marseille,openfootball
1998,France,semi-final,,1998-07-07,Brazil,Netherlands,1,1,Y,4,2,Stade Vélodrome,Marseille,openfootball
1998,France,semi-final,,1998-07-08,France,Croatia,2,1,,,,Stade de France,Saint-Denis,openfootball
1998,France,third-place,,1998-07-11,Netherlands,Croatia,1,2,,,,Parc des Princes,Paris,openfootball
1998,France,final,,1998-07-12,Brazil,France,0,3,,,,Stade de France,Saint-Denis,openfootball
2002,South Korea & Japan,group,A,2002-05-31,France,Senegal,0,1,,,,Seoul World Cup Stadium,Seoul,openfootball
2002,South Korea & Japan,group,A,2002-06-01,Uruguay,Denmark,1,2,,,,Munsu Cup Stadium,Ulsan,openfootball
2002,South Korea & Japan,group,A,2002-06-06,France,Uruguay,0,0,,,,Asiad Main Stadium,Busan,openfootball
2002,South Korea & Japan,group,A,2002-06-06,Denmark,Senegal,1,1,,,,Daegu World Cup Stadium,Daegu,openfootball
